seqid	start	end	gene.id	gene.name	attributes
2R	27239227	27242328	AGAP002789	AGAP002789	ID=AGAP002789;description=unspecified product
2R	27248415	27319004	AGAP002790	AGAP002790	ID=AGAP002790;description=amyloid beta A4 protein
2R	27319131	27321912	AGAP002791	AGAP002791	ID=AGAP002791;description=tRNA-dihydrouridine synthase 4
2R	27320255	27320821	AGAP013237	AGAP013237	ID=AGAP013237;description=unspecified product
2R	27330773	27340277	AGAP002792	AGAP002792	ID=AGAP002792;description=unspecified product
2R	27528950	27633778	AGAP002793	AGAP002793	ID=AGAP002793;description=slit homolog 1 protein precursor
2R	27634345	27635771	AGAP002795	AGAP002795	ID=AGAP002795;description=unspecified product
2R	27635821	27637216	AGAP002796	Gnbpb4	ID=AGAP002796;Name=GNBPB4;description=3-glucan binding protein
2R	27637981	27644879	AGAP002797	Gluriid	ID=AGAP002797;Name=GLURIId;description=ionotropic receptor GLURIId
2R	27645889	27647134	AGAP002798	Gnbpb2	ID=AGAP002798;Name=GNBPB2;description=3-glucan binding protein
2R	27650864	27652144	AGAP002799	Gnbpb3	ID=AGAP002799;Name=GNBPB3;description=3-glucan binding protein
2R	27652884	27655375	AGAP002800	AGAP002800	ID=AGAP002800;description=gephyrin
2R	27656010	27658070	AGAP002801	AGAP002801	ID=AGAP002801;description=galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3
2R	27707786	27765049	AGAP002802	AGAP002802	ID=AGAP002802;description=neural cell adhesion molecule
2R	27779901	27784486	AGAP002803	AGAP002803	ID=AGAP002803;description=unspecified product
2R	27809427	27810152	AGAP002804	AGAP002804	ID=AGAP002804;description=Ecdysteroid-regulated protein
2R	27845777	27849384	AGAP002805	AGAP002805	ID=AGAP002805;description=DNA excision repair protein ERCC-4
2R	27850044	27876551	AGAP002807	AGAP002807	ID=AGAP002807;description=unspecified product
2R	27876776	27878029	AGAP002808	AGAP002808	ID=AGAP002808;description=rRNA small subunit pseudouridine methyltransferase Nep1
2R	27878086	27879682	AGAP002809	AGAP002809	ID=AGAP002809;description=3-oxoacyl-(acyl-carrier-protein) synthase II
2R	27879684	27880879	AGAP029381	AGAP029381	ID=AGAP029381;description=unspecified product
2R	27881084	27882774	AGAP002810	AGAP002810	ID=AGAP002810;description=45 kDa calcium-binding protein
2R	27883453	27885346	AGAP002811	Clipd4	ID=AGAP002811;Name=CLIPD4;description=CLIP-domain serine protease [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4GG73]
2R	27885344	27889932	AGAP002812	AGAP002812	ID=AGAP002812;description=Ras-related protein R-Ras2
2R	27893361	27896596	AGAP013089	AGAP013089	ID=AGAP013089;description=unspecified product
2R	27897866	27900980	AGAP002813	Clipd6	ID=AGAP002813;Name=CLIPD6;description=CLIP-domain serine protease
2R	27902269	27929889	AGAP002814	AGAP002814	ID=AGAP002814;description=unspecified product
2R	27937171	27940137	AGAP002815	Clipa15	ID=AGAP002815;Name=CLIPA15;description=CLIP-domain serine protease
2R	27947453	27950606	AGAP002816	AGAP002816	ID=AGAP002816;description=ERO1-like protein alpha
2R	27950941	27977182	AGAP029939	AGAP029939	ID=AGAP029939;description=unspecified product
2R	27952083	27958437	AGAP002818	AGAP002818	ID=AGAP002818;description=unspecified product
2R	27958481	27963531	AGAP002819	AGAP002819	ID=AGAP002819;description=unspecified product
2R	27969232	27973142	AGAP002820	AGAP002820	ID=AGAP002820;description=unspecified product
2R	27977691	27978803	AGAP002821	AGAP002821	ID=AGAP002821;description=unspecified product
2R	27978916	27983336	AGAP002822	AGAP002822	ID=AGAP002822;description=unspecified product
2R	27983653	27984625	AGAP002823	Med7	ID=AGAP002823;Name=Med7;description=Mediator of RNA polymerase II transcription subunit 7 [Source:UniProtKB/Swiss-Prot%3BAcc:Q7PR68]
2R	27997113	28036208	AGAP002824	Gprtak1	ID=AGAP002824;Name=GPRTAK1;description=putative tachykinin receptor 1
2R	28007274	28014861	AGAP002825	Ppo1	ID=AGAP002825;Name=PPO1;description=prophenoloxidase 1
2R	28044180	28054600	AGAP002826	AGAP002826	ID=AGAP002826;description=unspecified product
2R	28057919	28066888	AGAP002828	AGAP002828	ID=AGAP002828;description=unspecified product
2R	28069311	28074769	AGAP002829	Spn-E	ID=AGAP002829;Name=SPN-E;description=ATP-dependent RNA helicase spindle-E
2R	28074852	28081996	AGAP002830	AGAP002830	ID=AGAP002830;description=C-1-tetrahydrofolate synthase%2C mitochondrial precursor
2R	28086296	28088069	AGAP002831	AGAP002831	ID=AGAP002831;description=ribosomal RNA small subunit methyltransferase H
2R	28086518	28086829	AGAP013130	AGAP013130	ID=AGAP013130;description=unspecified product
2R	28092164	28120800	AGAP002832	AGAP002832	ID=AGAP002832;description=protein-tyrosine phosphatase
2R	28186739	28192596	AGAP002835	AGAP002835	ID=AGAP002835;description=alpha-tocopherol transfer protein-like protein
2R	28193148	28200934	AGAP002836	AGAP002836	ID=AGAP002836;description=endoribonuclease Dicer
2R	28201310	28202567	AGAP002837	AGAP002837	ID=AGAP002837;description=unspecified product
2R	28202825	28205080	AGAP013054	AGAP013054	ID=AGAP013054;description=unspecified product
2R	28205338	28207705	AGAP002838	AGAP002838	ID=AGAP002838;description=unspecified product
2R	28209060	28210995	AGAP013404	AGAP013404	ID=AGAP013404;description=unspecified product
2R	28211228	28212735	AGAP002839	AGAP002839	ID=AGAP002839;description=WD repeat-containing protein 85
2R	28213227	28216488	AGAP002840	AGAP002840	ID=AGAP002840;description=unspecified product
2R	28216609	28217060	AGAP013351	AGAP013351	ID=AGAP013351;description=unspecified product
2R	28217172	28218592	AGAP002841	AGAP002841	ID=AGAP002841;description=pyridoxal phosphate phosphatase PHOSPHO2
2R	28223588	28225491	AGAP002842	AGAP002842	ID=AGAP002842;description=CLIPD1 protein
2R	28276666	28278782	AGAP002845	AGAP002845	ID=AGAP002845;description=unspecified product
2R	28294060	28296071	AGAP002846	AGAP002846	ID=AGAP002846;description=Trunk
2R	28298607	28299129	AGAP013388	AGAP013388	ID=AGAP013388;description=Niemann-Pick Type C-2
2R	28299667	28300338	AGAP002847	AGAP002847	ID=AGAP002847;description=Niemann-Pick Type C-2
2R	28300478	28301113	AGAP002848	AGAP002848	ID=AGAP002848;description=Niemann-Pick Type C-2
2R	28302217	28302760	AGAP002849	AGAP002849	ID=AGAP002849;description=Niemann-Pick Type C-2
2R	28304726	28305246	AGAP002850	AGAP002850	ID=AGAP002850;description=Niemann-Pick Type C-2
2R	28305680	28306258	AGAP002851	AGAP002851	ID=AGAP002851;description=Niemann-Pick C2 protein
2R	28307397	28309299	AGAP002852	AGAP002852	ID=AGAP002852;description=unspecified product
2R	28309739	28310362	AGAP002853	AGAP002853	ID=AGAP002853;description=unspecified product
2R	28311004	28311650	AGAP002854	AGAP002854	ID=AGAP002854;description=unspecified product
2R	28313122	28313765	AGAP002855	AGAP002855	ID=AGAP002855;description=unspecified product
2R	28314102	28314668	AGAP002856	AGAP002856	ID=AGAP002856;description=unspecified product
2R	28315511	28316158	AGAP013529	AGAP013529	ID=AGAP013529;description=unspecified product
2R	28316658	28317318	AGAP013314	AGAP013314	ID=AGAP013314;description=unspecified product
2R	28317546	28321557	AGAP002857	AGAP002857	ID=AGAP002857;description=unspecified product
2R	28322913	28389385	AGAP002858	AGAP002858	ID=AGAP002858;description=Sodium/potassium-transporting ATPase subunit alpha [Source:UniProtKB/TrEMBL%3BAcc:F5HKJ1]
2R	28397312	28516028	AGAP002859	AGAP002859	ID=AGAP002859;description=solute carrier family 8 (sodium/calcium exchanger)
2R	28480576	28482637	AGAP002862	Cyp6aa1	ID=AGAP002862;Name=CYP6AA1;description=cytochrome P450
2R	28483301	28484921	AGAP013128	Cyp6aa2	ID=AGAP013128;Name=CYP6AA2;description=cytochrome P450
2R	28485262	28487080	AGAP002863	Coeae6o	ID=AGAP002863;Name=COEAE6O;description=carboxylesterase alpha esterase
2R	28487640	28489092	AGAP002864	Cyp6p15p	ID=AGAP002864;Name=CYP6P15P;description=cytochrome P450
2R	28491415	28493141	AGAP002865	Cyp6p3	ID=AGAP002865;Name=CYP6P3;description=cytochrome P450
2R	28494017	28495645	AGAP002866	Cyp6p5	ID=AGAP002866;Name=CYP6P5;description=cytochrome P450
2R	28497087	28498674	AGAP002867	Cyp6p4	ID=AGAP002867;Name=CYP6P4;description=cytochrome P450
2R	28499251	28500900	AGAP002868	Cyp6p1	ID=AGAP002868;Name=CYP6P1;description=cytochrome P450
2R	28501033	28502910	AGAP002869	Cyp6p2	ID=AGAP002869;Name=CYP6P2;description=cytochrome P450
2R	28504248	28505816	AGAP002870	Cyp6ad1	ID=AGAP002870;Name=CYP6AD1;description=cytochrome P450
2R	28517771	28519399	AGAP013202	AGAP013202	ID=AGAP013202;description=unspecified product
2R	28522098	28524387	AGAP000586	AGAP000586	ID=AGAP000586;description=unspecified product
2R	28534776	28536143	AGAP002872	AGAP002872	ID=AGAP002872;description=lipase
2R	28536733	28545349	AGAP029190	AGAP029190	ID=AGAP029190;description=zf-C3Hc3H domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A2Y9D2B8]
2R	28545533	28549273	AGAP002874	AGAP002874	ID=AGAP002874;description=unspecified product
2R	28565904	28569281	AGAP002875	AGAP002875	ID=AGAP002875;description=protein HEXIM1/2
2R	28570640	28571283	AGAP013244	AGAP013244	ID=AGAP013244;description=adenosine deaminase%2C tRNA-specific 2%2C TAD2 homolog
2R	28571278	28572556	AGAP002876	AGAP002876	ID=AGAP002876;description=single-strand selective monofunctional uracil DNA glycosylase
2R	28573203	28575303	AGAP002877	AGAP002877	ID=AGAP002877;description=Tetratricopeptide repeat protein 30 homolog [Source:UniProtKB/Swiss-Prot%3BAcc:Q7PRA4]
2R	28575382	28576061	AGAP002878	AGAP002878	ID=AGAP002878;description=Cystatin-like protein
2R	28576773	28588087	AGAP002879	AGAP002879	ID=AGAP002879;description=cathepsin F
2R	28588445	28589659	AGAP002880	AGAP002880	ID=AGAP002880;description=COP9 signalosome complex subunit 5
2R	28601740	28651031	AGAP002881	AGAP002881	ID=AGAP002881;description=unspecified product
2R	28651850	28665505	AGAP002883	AGAP002883	ID=AGAP002883;description=unspecified product
2R	28666197	28670148	AGAP013115	AGAP013115	ID=AGAP013115;description=unspecified product
2R	28670721	28674244	AGAP002884	AGAP002884	ID=AGAP002884;description=V-type H+-transporting ATPase subunit B
2R	28684087	28684774	AGAP002885	AGAP002885	ID=AGAP002885;description=unspecified product
2R	28789161	28818067	AGAP002886	Gprnna2	ID=AGAP002886;Name=GPRNNA2;description=putative GPCR class a orphan receptor 2
2R	28822444	28860915	AGAP002888	Gprnna3	ID=AGAP002888;Name=GPRNNA3;description=putative GPCR class a orphan receptor 3
2R	28881942	28893783	AGAP013540	AGAP013540	ID=AGAP013540;description=unspecified product
2R	28937967	28938827	AGAP002889	AGAP002889	ID=AGAP002889;description=NADH dehydrogenase (ubiquinone) 1 subcomplex unknown 2
2R	28940946	28943675	AGAP002890	AGAP002890	ID=AGAP002890;description=Lipid storage droplets surface-binding protein 1
2R	28943698	28958926	AGAP002891	Gprmgl4	ID=AGAP002891;Name=GPRMGL4;description=putative metabotropic glutamate receptor 4
2R	28972460	28977703	AGAP002892	AGAP002892	ID=AGAP002892;description=heterogeneous nuclear ribonucleoprotein F/H
2R	28977849	28978619	AGAP002893	Mrps23	ID=AGAP002893;Name=mRpS23;description=28S ribosomal protein S23%2C mitochondrial
2R	28981542	28983105	AGAP002894	Cyp6z4	ID=AGAP002894;Name=CYP6Z4;description=cytochrome P450
2R	28983411	28985742	AGAP002895	AGAP002895	ID=AGAP002895;description=mRNA (2'-O-methyladenosine-N6-)-methyltransferase
2R	28995825	29064043	AGAP002896	AGAP002896	ID=AGAP002896;description=RNA-binding protein Nova
2R	29080227	29096273	AGAP002898	Gstz1	ID=AGAP002898;Name=GSTZ1;description=glutathione S-transferase zeta class 1
2R	29082712	29083561	AGAP013090	AGAP013090	ID=AGAP013090;description=unspecified product
2R	29084080	29084898	AGAP013313	AGAP013313	ID=AGAP013313;description=unspecified product
2R	29086012	29087000	AGAP013272	AGAP013272	ID=AGAP013272;description=unspecified product
2R	29087886	29088624	AGAP013083	AGAP013083	ID=AGAP013083;description=unspecified product
2R	29089282	29089995	AGAP013471	AGAP013471	ID=AGAP013471;description=unspecified product
2R	29090350	29091054	AGAP012948	AGAP012948	ID=AGAP012948;description=unspecified product
2R	29091502	29092146	AGAP013261	AGAP013261	ID=AGAP013261;description=unspecified product
2R	29092594	29093301	AGAP013347	AGAP013347	ID=AGAP013347;description=unspecified product
2R	29093420	29094281	AGAP013114	AGAP013114	ID=AGAP013114;description=unspecified product
2R	29096398	29097132	AGAP013212	AGAP013212	ID=AGAP013212;description=Import inner membrane translocase subunit Tim16
2R	29097090	29097582	AGAP013394	AGAP013394	ID=AGAP013394;description=unspecified product
2R	29098113	29099864	AGAP002899	AGAP002899	ID=AGAP002899;description=unspecified product
2R	29100971	29112447	AGAP002900	AGAP002900	ID=AGAP002900;description=ubiquitin carboxyl-terminal hydrolase 8
2R	29112787	29113935	AGAP002901	AGAP002901	ID=AGAP002901;description=Protein unc-50 homolog
2R	29114586	29121237	AGAP002902	AGAP002902	ID=AGAP002902;description=mothers against decapentaplegic homolog 4
2R	29124103	29126818	AGAP002903	AGAP002903	ID=AGAP002903;description=unspecified product
2R	29129776	29133439	AGAP002904	Ir41a	ID=AGAP002904;Name=IR41a;description=ionotropic receptor IR41a
2R	29134157	29134861	AGAP002905	Obp13	ID=AGAP002905;Name=OBP13;description=odorant-binding protein 13
2R	29134901	29137378	AGAP002906	AGAP002906	ID=AGAP002906;description=Uncharacterized aarF domain-containing protein kinase 4
2R	29144372	29147282	AGAP002907	AGAP002907	ID=AGAP002907;description=unspecified product
2R	29152207	29153157	AGAP013354	AGAP013354	ID=AGAP013354;description=unspecified product
2R	29154310	29159467	AGAP002908	AGAP002908	ID=AGAP002908;description=splicing factor U2AF 65 kDa subunit
2R	29198983	29204608	AGAP002909	AGAP002909	ID=AGAP002909;description=Control protein HCTL029
2R	29216218	29216720	AGAP002910	AGAP002910	ID=AGAP002910;description=Salivary C-type lectin
2R	29217888	29218455	AGAP002911	Ctlma9	ID=AGAP002911;Name=CTLMA9;description=C-type lectin (CTL) - mannose binding
2R	29219995	29220592	AGAP002912	AGAP002912	ID=AGAP002912;description=Salivary C-type lectin
2R	29224937	29262789	AGAP002913	AGAP002913	ID=AGAP002913;description=unspecified product
2R	29271073	29301565	AGAP002914	AGAP002914	ID=AGAP002914;description=galactokinase
2R	29301757	29436997	AGAP002915	AGAP002915	ID=AGAP002915;description=P/Homo B domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4GGJ0]
2R	29558270	29605278	AGAP002916	AGAP002916	ID=AGAP002916;description=unspecified product
2R	29606453	29606968	AGAP002917	Mrpl34	ID=AGAP002917;Name=mRpL34;description=39S ribosomal protein L34%2C mitochondrial
2R	29607066	29608466	AGAP002918	AGAP002918	ID=AGAP002918;description=unspecified product
2R	29609053	29611329	AGAP002919	Rps6	ID=AGAP002919;Name=RpS6;description=40S ribosomal protein S6
2R	29611937	29614784	AGAP002920	AGAP002920	ID=AGAP002920;description=unspecified product
2R	29615095	29616280	AGAP002921	Rpl36	ID=AGAP002921;Name=RpL36;description=60S ribosomal protein L36 [Source:UniProtKB/TrEMBL%3BAcc:Q7PQY8]
2R	29619274	29622732	AGAP002922	AGAP002922	ID=AGAP002922;description=secretory carrier-associated membrane protein
2R	29629576	29631329	AGAP002923	AGAP002923	ID=AGAP002923;description=bystin
2R	29631699	29677441	AGAP002924	AGAP002924	ID=AGAP002924;description=protein tweety homolog
2R	29677839	29681139	AGAP002925	AGAP002925	ID=AGAP002925;description=poly(U)-specific endoribonuclease
2R	29682510	29684315	AGAP029162	AGAP029162	ID=AGAP029162;description=unspecified product
2R	29684697	29686399	AGAP002926	AGAP002926	ID=AGAP002926;description=epidermal retinal dehydrogenase 2
2R	29687427	29778161	AGAP029487	AGAP029487	ID=AGAP029487;description=Phosphodiesterase [Source:UniProtKB/TrEMBL%3BAcc:Q7PQX7]
2R	29700017	29700552	AGAP029377	AGAP029377	ID=AGAP029377;description=unspecified product
2R	29743424	29745020	AGAP002928	AGAP002928	ID=AGAP002928;description=unspecified product
2R	29818621	29822080	AGAP002929	AGAP002929	ID=AGAP002929;description=unspecified product
2R	29823300	29824832	AGAP002931	Arf2	ID=AGAP002931;Name=Arf2;description=ADP-ribosylation factor 2
2R	29825077	29830050	AGAP002932	AGAP002932	ID=AGAP002932;description=ceramide kinase
2R	29832585	29833425	AGAP013008	AGAP013008	ID=AGAP013008;description=unspecified product
2R	29833374	29838048	AGAP002933	AGAP002933	ID=AGAP002933;description=2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1
2R	29839372	29840708	AGAP002935	Eif3f	ID=AGAP002935;Name=eIF3f;description=Eukaryotic translation initiation factor 3 subunit F [Source:UniProtKB/Swiss-Prot%3BAcc:Q7QD36]
2R	29851715	29852735	AGAP002936	AGAP002936	ID=AGAP002936;description=unspecified product
2R	29855238	29856651	AGAP002937	AGAP002937	ID=AGAP002937;description=unspecified product
2R	29864224	29865351	AGAP002938	AGAP002938	ID=AGAP002938;description=unspecified product
2R	29865841	29868431	AGAP002939	AGAP002939	ID=AGAP002939;description=solute carrier family 25 (mitochondrial 2-oxodicarboxylate transporter)
2R	29869256	29869872	AGAP029803	AGAP029803	ID=AGAP029803;description=unspecified product
2R	29870187	29987190	AGAP002942	AGAP002942	ID=AGAP002942;description=unspecified product
2R	29987292	29988858	AGAP013412	AGAP013412	ID=AGAP013412;description=DNA repair protein RAD51 homolog [Source:UniProtKB/TrEMBL%3BAcc:F5HKE1]
2R	29989209	29993835	AGAP002943	AGAP002943	ID=AGAP002943;description=NAD-dependent deacetylase sirtuin 2
2R	30000134	30006998	AGAP002945	AGAP002945	ID=AGAP002945;description=bifunctional glutamyl/prolyl-tRNA synthetase
2R	30007174	30017368	AGAP002947	AGAP002947	ID=AGAP002947;description=structural maintenance of chromosome 1
2R	30009624	30015427	AGAP013516	Tak1	ID=AGAP013516;Name=TAK1;description=mitogen-activated protein kinase kinase kinase
2R	30017707	30019203	AGAP002948	AGAP002948	ID=AGAP002948;description=translation initiation factor 4E
2R	30020016	30058783	AGAP002949	AGAP002949	ID=AGAP002949;description=unspecified product
2R	30041139	30043084	AGAP002950	AGAP002950	ID=AGAP002950;description=unspecified product
2R	30059331	30063986	AGAP002952	AGAP002952	ID=AGAP002952;description=peptidyl-prolyl isomerase G (cyclophilin G)
2R	30064527	30074342	AGAP002951	AGAP002951	ID=AGAP002951;description=BTB/POZ domain-containing protein 7
2R	30074724	30076667	AGAP002953	AGAP002953	ID=AGAP002953;description=unspecified product
2R	30076837	30079931	AGAP002954	AGAP002954	ID=AGAP002954;description=pre-mRNA-splicing factor CDC5/CEF1
2R	30080371	30114125	AGAP002955	AGAP002955	ID=AGAP002955;description=leishmanolysin-like peptidase
2R	30114469	30115742	AGAP002956	AGAP002956	ID=AGAP002956;description=splicing factor U2AF 35 kDa subunit
2R	30116209	30119456	AGAP002957	AGAP002957	ID=AGAP002957;description=presenilin 1
2R	30120879	30125985	AGAP002958	AGAP002958	ID=AGAP002958;description=transcription initiation factor TFIIA large subunit
2R	30126973	30130618	AGAP002959	AGAP002959	ID=AGAP002959;description=Squamous cell carcinoma antigen recognized by T-cells 3
2R	30130647	30132202	AGAP002960	AGAP002960	ID=AGAP002960;description=U3 small nucleolar RNA-associated protein 3
2R	30132490	30137449	AGAP002961	AGAP002961	ID=AGAP002961;description=ribosomal RNA-processing protein 12
2R	30137446	30139430	AGAP002962	AGAP002962	ID=AGAP002962;description=unspecified product
2R	30162734	30179038	AGAP013267	AGAP013267	ID=AGAP013267;description=CHK domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4HCL5]
