seqid	start	end	gene.id	gene.name	attributes
2L	28220346	28221163	AGAP006198	AGAP006198	ID=AGAP006198;description=unspecified product
2L	28222157	28222934	AGAP006199	AGAP006199	ID=AGAP006199;description=Methyltransf_FA domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4GRL6]
2L	28224499	28225391	AGAP006200	AGAP006200	ID=AGAP006200;description=unspecified product
2L	28226038	28226846	AGAP006201	AGAP006201	ID=AGAP006201;description=unspecified product
2L	28228128	28228839	AGAP006202	AGAP006202	ID=AGAP006202;description=unspecified product
2L	28229441	28231437	AGAP006203	AGAP006203	ID=AGAP006203;description=F-box protein 28
2L	28232378	28233172	AGAP006204	AGAP006204	ID=AGAP006204;description=unspecified product
2L	28233779	28239136	AGAP006205	AGAP006205	ID=AGAP006205;description=ribosome biogenesis ATPase
2L	28239187	28240390	AGAP029691	AGAP029691	ID=AGAP029691;description=Peptidase_M14 domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A453Z0F7]
2L	28241510	28243323	AGAP029692	AGAP029692	ID=AGAP029692;description=unspecified product
2L	28254697	28256525	AGAP006207	AGAP006207	ID=AGAP006207;description=carboxypeptidase B
2L	28256657	28258623	AGAP006208	AGAP006208	ID=AGAP006208;description=carboxypeptidase B
2L	28258831	28260544	AGAP006209	AGAP006209	ID=AGAP006209;description=carboxypeptidase B
2L	28265164	28266108	AGAP006210	AGAP006210	ID=AGAP006210;description=carboxypeptidase B
2L	28322912	28360107	AGAP029541	AGAP029541	ID=AGAP029541;description=RRM domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A453Z0U1]
2L	28452653	28454181	AGAP028453	AGAP028453	ID=AGAP028453;description=unspecified product
2L	28459338	28460276	AGAP006214	AGAP006214	ID=AGAP006214;description=unspecified product
2L	28464790	28466912	AGAP006215	Gprmth1	ID=AGAP006215;Name=GPRMTH1;description=methuselah receptor 1
2L	28467709	28472721	AGAP006216	Gprmth2	ID=AGAP006216;Name=GPRMTH2;description=methuselah receptor 2
2L	28473885	28490868	AGAP029478	Gprmth4	ID=AGAP029478;Name=GPRMTH4;description=methuselah receptor 4
2L	28504854	28510200	AGAP006219	AGAP006219	ID=AGAP006219;description=receptor tyrosine kinase-like orphan receptor 1
2L	28512602	28517680	AGAP006220	AGAP006220	ID=AGAP006220;description=aldehyde oxidase
2L	28518055	28523900	AGAP006221	AGAP006221	ID=AGAP006221;description=aldehyde oxidase
2L	28524225	28526317	AGAP006222	AGAP006222	ID=AGAP006222;description=glucosyl/glucuronosyl transferases
2L	28526558	28528641	AGAP006223	AGAP006223	ID=AGAP006223;description=glucosyl/glucuronosyl transferases
2L	28528758	28533199	AGAP006224	AGAP006224	ID=AGAP006224;description=aldehyde oxidase
2L	28534732	28539416	AGAP006225	AGAP006225	ID=AGAP006225;description=aldehyde oxidase
2L	28540651	28545294	AGAP006226	Aldehyde_oxidase	ID=AGAP006226;Name=Aldehyde_oxidase;description=unspecified product
2L	28545396	28547938	AGAP006227	AGAP006227	ID=AGAP006227;description=alpha esterase
2L	28548433	28550748	AGAP006228	Coeae2f	ID=AGAP006228;Name=COEAE2F;description=carboxylesterase
2L	28550814	28552032	AGAP006229	Vps20	ID=AGAP006229;Name=Vps20;description=vacuolar protein sorting 20
2L	28552352	28560186	AGAP006231	AGAP006231	ID=AGAP006231;description=serine/threonine-protein phosphatase dullard homolog
2L	28563646	28565368	AGAP006232	Pex14	ID=AGAP006232;Name=Pex14;description=peroxin-14
2L	28565893	28567186	AGAP006233	AGAP006233	ID=AGAP006233;description=unspecified product
2L	28567535	28569087	AGAP006234	AGAP006234	ID=AGAP006234;description=protein SHQ1
2L	28569164	28572971	AGAP006235	AGAP006235	ID=AGAP006235;description=unspecified product
2L	28573531	28574496	AGAP006236	AGAP006236	ID=AGAP006236;description=unspecified product
2L	28574680	28575725	AGAP006237	AGAP006237	ID=AGAP006237;description=Negative elongation factor E
2L	28576341	28579600	AGAP006238	AGAP006238	ID=AGAP006238;description=ubiquitin-conjugating enzyme E2 C
2L	28579834	28581250	AGAP006239	AGAP006239	ID=AGAP006239;description=Protein TSSC1
2L	28581266	28584662	AGAP006240	AGAP006240	ID=AGAP006240;description=splicing factor 3B subunit 2
2L	28585064	28586748	AGAP006241	AGAP006241	ID=AGAP006241;description=Innexin inx2
2L	28587919	28588453	AGAP006242	AGAP006242	ID=AGAP006242;description=unspecified product
2L	28588629	28594635	AGAP006243	AGAP006243	ID=AGAP006243;description=Phosphatidylinositol-4%2C5-bisphosphate 4-phosphatase [Source:UniProtKB/TrEMBL%3BAcc:Q7Q5R8]
2L	28595190	28597162	AGAP029069	AGAP029069	ID=AGAP029069;description=DUF4806 domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A2C9H3R3]
2L	28597433	28601266	AGAP006244	Ctl1	ID=AGAP006244;Name=Ctl1;description=CTL-like protein 1 [Source:UniProtKB/Swiss-Prot%3BAcc:Q7Q5R7]
2L	28601810	28602615	AGAP006245	AGAP006245	ID=AGAP006245;description=zinc finger matrin-type protein 2
2L	28604122	28605603	AGAP006246	AGAP006246	ID=AGAP006246;description=Sorcin
2L	28607828	28609169	AGAP006247	AGAP006247	ID=AGAP006247;description=Survival of motor neuron-related-splicing factor 30
2L	28609342	28610052	AGAP006248	Med10	ID=AGAP006248;Name=Med10;description=Mediator of RNA polymerase II transcription subunit 10 [Source:UniProtKB/Swiss-Prot%3BAcc:Q7Q5R5]
2L	28611340	28614271	AGAP006249	AGAP006249	ID=AGAP006249;description=solute carrier family 12 (potassium/chloride transporters)%2C member 8
2L	28614984	28616576	AGAP006250	AGAP006250	ID=AGAP006250;description=eukaryotic elongation factor%2C selenocysteine-tRNA-specific
2L	28616698	28622632	AGAP006251	AGAP006251	ID=AGAP006251;description=t-SNARE coiled-coil homology domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:Q7Q5R2]
2L	28619719	28620098	AGAP006252	AGAP006252	ID=AGAP006252;description=Cysteine-rich venom protein
2L	28620618	28621149	AGAP006253	AGAP006253	ID=AGAP006253;description=Cysteine-rich venom protein
2L	28624363	28643664	AGAP006254	AGAP006254	ID=AGAP006254;description=polypeptide N-acetylglucosaminyltransferase
2L	28644377	28647388	AGAP006255	AGAP006255	ID=AGAP006255;description=unspecified product
2L	28649590	28664549	AGAP006256	AGAP006256	ID=AGAP006256;description=Cad74A
2L	28667700	28670646	AGAP028399	AGAP028399	ID=AGAP028399;description=unspecified product
2L	28681545	28682791	AGAP028454	AGAP028454	ID=AGAP028454;description=unspecified product
2L	28683960	28695990	AGAP006257	AGAP006257	ID=AGAP006257;description=unspecified product
2L	28702474	28705612	AGAP006258	Ppo2	ID=AGAP006258;Name=PPO2;description=prophenoloxidase 2
2L	28705998	28706261	AGAP006259	AGAP006259	ID=AGAP006259;description=unspecified product
2L	28709029	28740710	AGAP006260	AGAP006260	ID=AGAP006260;description=Z band alternatively spliced PDZ-motif protein 66
2L	28743187	28746274	AGAP006261	Cpr135	ID=AGAP006261;Name=CPR135;description=cuticular protein RR-2 family 135
2L	28752608	28754582	AGAP006262	AGAP006262	ID=AGAP006262;description=unspecified product
2L	28771405	28774168	AGAP006263	Arr2	ID=AGAP006263;Name=ARR2;description=arrestin Arr2-like
2L	28781554	28786006	AGAP006264	Pex7	ID=AGAP006264;Name=Pex7;description=peroxin 7
2L	28787074	28790405	AGAP006265	AGAP006265	ID=AGAP006265;description=unspecified product
2L	28797365	28841865	AGAP006266	AGAP006266	ID=AGAP006266;description=HIV Tat-specific factor 1
2L	28799180	28804781	AGAP006267	Ctl6	ID=AGAP006267;Name=CTL6;description=C-type lectin (CTL)
2L	28818769	28819053	AGAP006268	AGAP006268	ID=AGAP006268;description=unspecified product
2L	28922989	28927244	AGAP006269	AGAP006269	ID=AGAP006269;description=phosphatidylinositol glycan%2C class O
2L	28927690	29014805	AGAP006270	AGAP006270	ID=AGAP006270;description=fyn-related kinase
2L	28964413	28983730	AGAP006271	AGAP006271	ID=AGAP006271;description=unspecified product
2L	29019477	29020812	AGAP006272	AGAP006272	ID=AGAP006272;description=unspecified product
2L	29021062	29023548	AGAP006273	Abcb3	ID=AGAP006273;Name=ABCB3;description=ATP-binding cassette transporter (ABC transporter) family B member 3
2L	29075574	29215960	AGAP029191	Dpr12	ID=AGAP029191;Name=dpr12;description=defective proboscis extension response 12
2L	29082536	29083876	AGAP006275	AGAP006275	ID=AGAP006275;description=unspecified product
