seqid	start	end	gene.id	gene.name	attributes
2R	40593106	40594499	AGAP003622	AGAP003622	ID=AGAP003622;description=Queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:UniProtKB/TrEMBL%3BAcc:Q7QAM7]
2R	40596519	40621367	AGAP003623	AGAP003623	ID=AGAP003623;description=long-chain acyl-CoA synthetase
2R	40641932	40643027	AGAP003624	AGAP003624	ID=AGAP003624;description=unspecified product
2R	40674640	40686939	AGAP029110	AGAP029110	ID=AGAP029110;description=C-type lectin domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A2C9H3V2]
2R	40687126	40688303	AGAP003626	AGAP003626	ID=AGAP003626;description=unspecified product
2R	40688706	40690136	AGAP013221	AGAP013221	ID=AGAP013221;description=unspecified product
2R	40692804	40694168	AGAP012946	AGAP012946	ID=AGAP012946;description=unspecified product
2R	40695206	40696459	AGAP003627	AGAP003627	ID=AGAP003627;description=Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4GIM2]
2R	40698086	40705049	AGAP003629	AGAP003629	ID=AGAP003629;description=unspecified product
2R	40723859	40724443	AGAP003630	AGAP003630	ID=AGAP003630;description=unspecified product
2R	40725964	40738059	AGAP003631	Gprgrp2	ID=AGAP003631;Name=GPRGRP2;description=putative gastrin/bombesin receptor 2
2R	40782890	40785367	AGAP003632	AGAP003632	ID=AGAP003632;description=U3 small nucleolar RNA-associated protein 14
2R	40786307	40793705	AGAP003633	AGAP003633	ID=AGAP003633;description=unspecified product
2R	40795993	40800819	AGAP003635	AGAP003635	ID=AGAP003635;description=unspecified product
2R	40803578	40805894	AGAP003636	AGAP003636	ID=AGAP003636;description=inositol oxygenase
2R	40868693	40876251	AGAP003638	AGAP003638	ID=AGAP003638;description=unspecified product
2R	40879164	40880765	AGAP003639	AGAP003639	ID=AGAP003639;description=Prolylcarboxypeptidase
2R	40882209	40883811	AGAP003640	Sp8905	ID=AGAP003640;Name=SP8905;description=unspecified product
2R	40894010	40895072	AGAP003641	Sp8907	ID=AGAP003641;Name=SP8907;description=unspecified product
2R	40902493	40904036	AGAP003642	Sp8898	ID=AGAP003642;Name=SP8898;description=unspecified product
2R	40906652	40923872	AGAP003643	AGAP003643	ID=AGAP003643;description=ubiquitin carboxyl-terminal hydrolase 34
2R	40925112	40926110	AGAP003644	Mrps11	ID=AGAP003644;Name=mRpS11;description=28S ribosomal protein S11%2C mitochondrial
2R	40926195	40945169	AGAP003645	AGAP003645	ID=AGAP003645;description=kelch-like protein 19
2R	40947199	40948026	AGAP013307	AGAP013307	ID=AGAP013307;description=unspecified product
2R	40949735	40951358	AGAP003646	AGAP003646	ID=AGAP003646;description=unspecified product
2R	40951911	40955622	AGAP003647	AGAP003647	ID=AGAP003647;description=unspecified product
2R	40956124	40960012	AGAP003648	AGAP003648	ID=AGAP003648;description=DNA-directed RNA polymerase II subunit RPB2
2R	40969296	41001716	AGAP003649	AGAP003649	ID=AGAP003649;description=unspecified product
2R	41002058	41003478	AGAP003650	AGAP003650	ID=AGAP003650;description=translation initiation factor eIF-2B subunit alpha
2R	41004503	41048799	AGAP003651	AGAP003651	ID=AGAP003651;description=Tyrosine-protein kinase Fes/Fps
2R	41050879	41051735	AGAP012992	AGAP012992	ID=AGAP012992;description=unspecified product
2R	41057115	41057961	AGAP013502	AGAP013502	ID=AGAP013502;description=unspecified product
2R	41059871	41062114	AGAP003652	AGAP003652	ID=AGAP003652;description=aldehyde dehydrogenase (NAD+)
2R	41062348	41089630	AGAP003654	Gprcal3	ID=AGAP003654;Name=GPRCAL3;description=putative calcitonin receptor 3
2R	41073818	41075460	AGAP003655	AGAP003655	ID=AGAP003655;description=RNA methyltransferase like 1
2R	41116502	41155563	AGAP013179	AGAP013179	ID=AGAP013179;description=unspecified product
2R	41164709	41215391	AGAP003656	AGAP003656	ID=AGAP003656;description=Terribly reduced optic lobes%2C isoform B [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4GIT4]
2R	41217129	41218958	AGAP003657	AGAP003657	ID=AGAP003657;description=unspecified product
2R	41239013	41282915	AGAP003658	Gprals1	ID=AGAP003658;Name=GPRALS1;description=putative allatostatin receptor 1
2R	41286672	41303256	AGAP003660	AGAP003660	ID=AGAP003660;description=unspecified product
2R	41315027	41320496	AGAP003661	AGAP003661	ID=AGAP003661;description=unspecified product
2R	41320424	41324364	AGAP003662	AGAP003662	ID=AGAP003662;description=Prenylated Rab acceptor protein 1
2R	41323042	41323901	AGAP013323	AGAP013323	ID=AGAP013323;description=unspecified product
2R	41327508	41338543	AGAP003663	AGAP003663	ID=AGAP003663;description=ATP-dependent RNA helicase DBP2
2R	41327569	41330290	AGAP013457	AGAP013457	ID=AGAP013457;description=CDC-like kinase 2
2R	41338806	41339827	AGAP003664	AGAP003664	ID=AGAP003664;description=Envelysin
2R	41346821	41348986	AGAP013358	AGAP013358	ID=AGAP013358;description=unspecified product
2R	41349046	41352197	AGAP003665	AGAP003665	ID=AGAP003665;description=unspecified product
2R	41363040	41370834	AGAP003666	AGAP003666	ID=AGAP003666;description=E3 ubiquitin-protein ligase RNF139
2R	41371412	41372294	AGAP003667	AGAP003667	ID=AGAP003667;description=unspecified product
