seqid	start	end	gene.id	gene.name	attributes
2L	36704573	36705713	AGAP006688	AGAP006688	ID=AGAP006688;description=signal recognition particle receptor subunit beta
2L	36713114	36714285	AGAP006689	AGAP006689	ID=AGAP006689;description=BTB (POZ) domain containing 9
2L	36715779	36717442	AGAP006690	AGAP006690	ID=AGAP006690;description=BTB (POZ) domain containing 9
2L	36737099	36738805	AGAP006691	Ir139	ID=AGAP006691;Name=IR139;description=ionotropic receptor IR139
2L	36781826	36783642	AGAP006696	AGAP006696	ID=AGAP006696;description=unspecified product
2L	36843785	36844048	AGAP006697	AGAP006697	ID=AGAP006697;description=unspecified product
2L	36885019	36886115	AGAP028460	AGAP028460	ID=AGAP028460;description=unspecified product
2L	36890243	36891203	AGAP006698	AGAP006698	ID=AGAP006698;description=unspecified product
2L	36905085	36909018	AGAP006699	AGAP006699	ID=AGAP006699;description=hairy and enhancer of split%2C invertebrate
2L	36950426	36952313	AGAP006700	Coeae8o	ID=AGAP006700;Name=COEAE8O;description=carboxylesterase alpha esterase
2L	37015106	37018053	AGAP006701	AGAP006701	ID=AGAP006701;description=unspecified product
2L	37071278	37079246	AGAP006702	AGAP006702	ID=AGAP006702;description=unspecified product
2L	37089802	37091803	AGAP006703	AGAP006703	ID=AGAP006703;description=amiloride-sensitive sodium channel
2L	37092454	37094562	AGAP006704	AGAP006704	ID=AGAP006704;description=amiloride-sensitive sodium channel
2L	37094730	37109309	AGAP006705	AGAP006705	ID=AGAP006705;description=ZP domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4GSZ7]
2L	37112415	37113213	AGAP006706	AGAP006706	ID=AGAP006706;description=unspecified product
2L	37114537	37115716	AGAP006707	AGAP006707	ID=AGAP006707;description=serine-type enodpeptidase
2L	37116447	37118358	AGAP006708	AGAP006708	ID=AGAP006708;description=unspecified product
2L	37118475	37119488	AGAP006709	Chym1	ID=AGAP006709;Name=CHYM1;description=Chymotrypsin-1 [Source:UniProtKB/Swiss-Prot%3BAcc:Q27289]
2L	37122149	37123243	AGAP006710	Chym2	ID=AGAP006710;Name=CHYM2;description=chymotrypsin
2L	37123794	37125291	AGAP029371	AGAP029371	ID=AGAP029371;description=BTB domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A453YZ96]
2L	37127132	37128206	AGAP006711	Chym3	ID=AGAP006711;Name=chym3;description=Chymotrypsin-2 [Source:UniProtKB/Swiss-Prot%3BAcc:Q17025]
2L	37130117	37131826	AGAP006712	AGAP006712	ID=AGAP006712;description=BTB domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4GT02]
2L	37135752	37137723	AGAP006713	AGAP006713	ID=AGAP006713;description=Gustatory receptor [Source:UniProtKB/TrEMBL%3BAcc:Q7PF18]
2L	37137709	37138217	AGAP029046	AGAP029046	ID=AGAP029046;description=unspecified product
2L	37138443	37140944	AGAP006714	AGAP006714	ID=AGAP006714;description=BTB/POZ domain-containing protein 9
2L	37141798	37146986	AGAP006715	AGAP006715	ID=AGAP006715;description=serine/threonine-protein kinase OSR1/STK39
2L	37148677	37150060	AGAP006716	Gr27	ID=AGAP006716;Name=Gr27;description=gustatory receptor 27
2L	37150360	37152373	AGAP006717	Gr26	ID=AGAP006717;Name=Gr26;description=gustatory receptor 26
2L	37153063	37158486	AGAP006718	AGAP006718	ID=AGAP006718;description=excitatory amino acid transporter 2 isoform 2
2L	37160410	37161583	AGAP006719	AGAP006719	ID=AGAP006719;description=unspecified product
2L	37162048	37166329	AGAP006720	AGAP006720	ID=AGAP006720;description=unspecified product
2L	37168412	37246248	AGAP006721	AGAP006721	ID=AGAP006721;description=unspecified product
2L	37233247	37233886	AGAP006722	AGAP006722	ID=AGAP006722;description=unspecified product
2L	37282152	37285191	AGAP006723	Coeae2g	ID=AGAP006723;Name=COEAE2G;description=carboxylesterase
2L	37285915	37288160	AGAP006724	Coeae3g	ID=AGAP006724;Name=COEAE3G;description=carboxylesterase
2L	37288762	37290797	AGAP006725	Coeae3h	ID=AGAP006725;Name=COEAE3H;description=carboxylesterase alpha esterase
2L	37291002	37292961	AGAP006726	Coeae5g	ID=AGAP006726;Name=COEAE5G;description=carboxylesterase
2L	37292956	37295490	AGAP006727	Coeae6g	ID=AGAP006727;Name=COEAE6G;description=carboxylesterase
2L	37296059	37298223	AGAP006728	AGAP006728	ID=AGAP006728;description=unspecified product
2L	37298235	37299911	AGAP006729	AGAP006729	ID=AGAP006729;description=Ester hydrolase C11orf54
2L	37301781	37306179	AGAP006730	AGAP006730	ID=AGAP006730;description=unspecified product
2L	37315119	37318526	AGAP029696	AGAP029696	ID=AGAP029696;description=unspecified product
2L	37327355	37328305	AGAP029697	AGAP029697	ID=AGAP029697;description=unspecified product
2L	37340883	37344083	AGAP029693	AGAP029693	ID=AGAP029693;description=unspecified product
2L	37352014	37355445	AGAP029695	AGAP029695	ID=AGAP029695;description=unspecified product
2L	37366007	37369168	AGAP029698	AGAP029698	ID=AGAP029698;description=LAM_G_DOMAIN domain-containing protein [Source:UniProtKB/TrEMBL%3BAcc:A0A453Z0D8]
2L	37383189	37386626	AGAP029694	AGAP029694	ID=AGAP029694;description=unspecified product
2L	37415262	37420315	AGAP006733	Thoc4	ID=AGAP006733;Name=Thoc4;description=THO complex subunit 4
2L	37420411	37421343	AGAP006734	AGAP006734	ID=AGAP006734;description=DNA-repair protein XRCC2
2L	37426576	37433139	AGAP006735	AGAP006735	ID=AGAP006735;description=unspecified product
2L	37440161	37444802	AGAP006736	AGAP006736	ID=AGAP006736;description=zinc finger protein GLIS2
2L	37470052	37616282	AGAP028461	AGAP028461	ID=AGAP028461;description=unspecified product
2L	37489877	37490839	AGAP006737	AGAP006737	ID=AGAP006737;description=unspecified product
2L	37625881	37631771	AGAP006738	AGAP006738	ID=AGAP006738;description=unspecified product
2L	37639100	37642539	AGAP006739	AGAP006739	ID=AGAP006739;description=unspecified product
2L	37645715	37648245	AGAP006740	AGAP006740	ID=AGAP006740;description=dolichyl-phosphate mannosyltransferase polypeptide 2%2C regulatory subunit
2L	37652659	37656407	AGAP028400	AGAP028400	ID=AGAP028400;description=unspecified product
2L	37674153	37700872	AGAP006741	AGAP006741	ID=AGAP006741;description=unspecified product
2L	37702669	37703840	AGAP006743	AGAP006743	ID=AGAP006743;description=unspecified product
2L	37704141	37704631	AGAP006744	AGAP006744	ID=AGAP006744;description=Ninjurin
2L	37706862	37710190	AGAP006745	AGAP006745	ID=AGAP006745;description=unspecified product
2L	37711963	37732826	AGAP006746	AGAP006746	ID=AGAP006746;description=myosin-light-chain kinase
2L	37733113	37744769	AGAP006747	Rel2	ID=AGAP006747;Name=REL2;description=IMD pathway signalling  NF-kappaB Relish-like transcription factor
2L	37746871	37748373	AGAP006748	AGAP006748	ID=AGAP006748;description=unspecified product
2L	37748915	37750742	AGAP006749	AGAP006749	ID=AGAP006749;description=unspecified product
2L	37751830	37792659	AGAP029116	AGAP029116	ID=AGAP029116;description=unspecified product
2L	37874138	37880432	AGAP006755	Snrnp-U1-70k	ID=AGAP006755;Name=snRNP-U1-70K;description=U1 small nuclear ribonucleoprotein 70K
2L	37882070	37888625	AGAP006756	AGAP006756	ID=AGAP006756;description=unspecified product
2L	37902281	37914706	AGAP006757	AGAP006757	ID=AGAP006757;description=unspecified product
2L	37915641	37921902	AGAP006758	AGAP006758	ID=AGAP006758;description=unspecified product
2L	37922005	37922885	AGAP006759	AGAP006759	ID=AGAP006759;description=unspecified product
2L	37923144	37923831	AGAP006760	Obp62	ID=AGAP006760;Name=Obp62;description=odorant-binding protein 62
2L	37924142	37926615	AGAP006761	AGAP006761	ID=AGAP006761;description=3-glucan binding protein [Source:UniProtKB/TrEMBL%3BAcc:Q7QIB2]
2L	37976182	38013826	AGAP006762	AGAP006762	ID=AGAP006762;description=diacylglycerol kinase (ATP dependent)
2L	38016981	38017690	AGAP006763	AGAP006763	ID=AGAP006763;description=unspecified product
2L	38018737	38020496	AGAP006764	AGAP006764	ID=AGAP006764;description=unspecified product
2L	38021560	38035016	AGAP006765	AGAP006765	ID=AGAP006765;description=unspecified product
